pickup_zone,dropoff_zone,pickup_date,passenger_count,trip_distance,total_amount,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,pickup_datetime
East Harlem North,Lincoln Square West,2023-01-21,1.0,4.28,29.65,40.798,-73.937,40.773,-73.984,2023-01-21
Sunnyside,Astoria,2023-01-21,1.0,0.48,9.6,0.0,0.0,0.0,0.0,2023-01-21
Elmhurst,Forest Hills,2023-01-21,1.0,1.94,14.3,0.0,0.0,0.0,0.0,2023-01-21
Woodside,Steinway,2023-01-21,1.0,3.28,22.2,0.0,0.0,0.0,0.0,2023-01-21
East Harlem North,Yorkville East,2023-01-21,1.0,2.39,24.89,40.798,-73.937,0.0,0.0,2023-01-21
East Harlem North,Hamilton Heights,2023-01-21,1.0,1.82,15.0,40.798,-73.937,0.0,0.0,2023-01-21
East Harlem South,Lincoln Square East,2023-01-21,1.0,2.3,16.5,0.0,0.0,0.0,0.0,2023-01-21
East Harlem South,Upper West Side North,2023-01-21,1.0,0.9,8.3,0.0,0.0,40.787,-73.975,2023-01-21
Washington Heights South,Lenox Hill West,2023-01-21,1.0,8.1,43.1,0.0,0.0,0.0,0.0,2023-01-21
Crown Heights North,Bedford,2023-01-21,1.0,0.4,6.6,0.0,0.0,0.0,0.0,2023-01-21
Jamaica,JFK Airport,2023-01-21,1.0,7.28,38.1,0.0,0.0,0.0,0.0,2023-01-21
Forest Hills,Rego Park,2023-01-21,1.0,1.13,10.1,0.0,0.0,0.0,0.0,2023-01-21
Forest Hills,Forest Hills,2023-01-21,1.0,1.0,8.0,0.0,0.0,0.0,0.0,2023-01-21
Fort Greene,Gowanus,2023-01-21,1.0,1.15,9.96,0.0,0.0,0.0,0.0,2023-01-21
Park Slope,Boerum Hill,2023-01-21,2.0,2.16,15.78,0.0,0.0,0.0,0.0,2023-01-21
Steinway,Old Astoria,2023-01-21,1.0,1.59,15.48,0.0,0.0,0.0,0.0,2023-01-21
East Harlem North,East Harlem North,2023-01-21,1.0,0.78,9.6,40.798,-73.937,40.798,-73.937,2023-01-21
East Harlem North,Yorkville West,2023-01-21,1.0,2.0,18.78,40.798,-73.937,0.0,0.0,2023-01-21
Central Harlem,Times Sq/Theatre District,2023-01-21,1.0,4.05,32.22,40.8116,-73.9465,0.0,0.0,2023-01-21
East Harlem South,East Concourse/Concourse Village,2023-01-21,1.0,2.3,14.3,0.0,0.0,0.0,0.0,2023-01-21
East Concourse/Concourse Village,Central Harlem North,2023-01-21,1.0,0.7,7.3,0.0,0.0,0.0,0.0,2023-01-21
Central Harlem North,Hamilton Heights,2023-01-21,1.0,0.9,9.4,0.0,0.0,0.0,0.0,2023-01-21
Manhattanville,Steinway,2023-01-21,2.0,6.0,28.6,0.0,0.0,0.0,0.0,2023-01-21
East Harlem North,Manhattan Valley,2023-01-21,1.0,1.7,15.0,40.798,-73.937,0.0,0.0,2023-01-21
Manhattanville,Upper West Side South,2023-01-21,1.0,3.25,25.0,0.0,0.0,0.0,0.0,2023-01-21
East Harlem North,Upper West Side South,2023-01-21,1.0,3.11,18.05,40.798,-73.937,0.0,0.0,2023-01-21
Morningside Heights,Manhattan Valley,2023-01-21,1.0,0.84,8.0,40.81,-73.96,0.0,0.0,2023-01-21
Morningside Heights,East Harlem North,2023-01-21,1.0,2.39,20.0,40.81,-73.96,40.798,-73.937,2023-01-21
East Harlem North,Washington Heights South,2023-01-21,1.0,4.19,28.92,40.798,-73.937,0.0,0.0,2023-01-21
DUMBO/Vinegar Hill,Kips Bay,2023-01-21,2.0,5.63,38.94,0.0,0.0,0.0,0.0,2023-01-21
Central Park,Upper East Side South,2023-01-21,1.0,1.79,17.94,40.7812,-73.9665,0.0,0.0,2023-01-21
Jackson Heights,Woodside,2023-01-21,1.0,0.46,7.3,0.0,0.0,0.0,0.0,2023-01-21
East Harlem North,Central Park,2023-01-21,1.0,2.29,20.5,40.798,-73.937,40.7812,-73.9665,2023-01-21
Morningside Heights,Yorkville East,2023-01-21,1.0,3.22,28.86,40.81,-73.96,0.0,0.0,2023-01-21
Yorkville West,East Harlem South,2023-01-21,1.0,0.41,7.3,0.0,0.0,0.0,0.0,2023-01-21
